Seq,Year,DateOfCollection,Julian,DayNo,Longitude,Sample_ID,Population_Code,Family,Replicate,Region,Latitude,Longitude,Elev_m,SeedArea,SeedWidth_mm,Seed_length_mm,SeedShapeIndex,Dispersal_length_mm,Dispersal_and_seed_mm,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD<0,DD>5,DD<18,DD>18,NFFD,bFFP,sqrtSeedArea,sqrtSeedWidth_mm,sqrtSeed_length_mm,sqrtDispersal_length_mm,sqrtDispersal_and_seed_mm,sqrtSeedShapeIndex,Weight_Tot,Weight_S,Weight_D,,,,,,,,,,,,,,
66,2002,6/4/2002,2452430,154,-79.07291667,CAR-1-1-4,CAR-1-1,4,1,Alvar,44.68219444,-79.07291667,259,1.658,1.001,2.318,2.315684316,45.599,47.917,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.287633488,1.000499875,1.522497947,6.752703162,6.92221063,1.521737269,0.0063,0.0038,0.0025,,,,,,,,,,,,,,
67,2002,6/4/2002,2452430,154,-79.07291667,CAR-1-1-4,CAR-1-1,4,2,Alvar,44.68219444,-79.07291667,259,1.93,1.176,2.326,1.977891156,38.661,40.987,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.389244399,1.084435337,1.525122946,6.217797038,6.402109028,1.406375183,0.0063,0.0038,0.0025,,,,,,,,,,,,,,
68,2002,6/4/2002,2452430,154,-79.07291667,CAR-1-1-4,CAR-1-1,4,3,Alvar,44.68219444,-79.07291667,259,1.42,1.178,2.168,1.84040747,38.638,40.806,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.191637529,1.085357084,1.472412986,6.215947233,6.38795742,1.356616184,0.0063,0.0038,0.0025,,,,,,,,,,,,,,
69,2002,6/4/2002,2452430,154,-79.07291667,CAR-1-1-4,CAR-1-1,4,4,Alvar,44.68219444,-79.07291667,259,1.826,1.017,2.218,2.180924287,46.875,49.093,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.351295675,1.008464179,1.489295135,6.846531969,7.006639708,1.476795276,0.0063,0.0038,0.0025,,,,,,,,,,,,,,
70,2002,6/4/2002,2452430,154,-79.07291667,CAR-1-1-4,CAR-1-1,4,5,Alvar,44.68219444,-79.07291667,259,2.48,1.402,1.971,1.405848787,48.424,50.395,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.574801575,1.184060809,1.403923075,6.958735517,7.098943583,1.185684944,0.0063,0.0038,0.0025,,,,,,,,,,,,,,
71,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-1,NAP-CE2,1,,Alvar,44.32858333,-76.78808333,158,1.832,1.088,2.353,2.162683824,51.923,54.276,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.353513945,1.043072385,1.533949152,7.205761584,7.367224715,1.470606618,0.0078,0.0037,0.0041,,,,,,,,,,,,,,
72,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-1,NAP-CE2,1,,Alvar,44.32858333,-76.78808333,158,1.169,0.494,1.94,3.927125506,32.531,34.471,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.081203034,0.702851336,1.392838828,5.703595357,5.871200899,1.981697632,0.0078,0.0037,0.0041,,,,,,,,,,,,,,
73,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-1,NAP-CE2,1,,Alvar,44.32858333,-76.78808333,158,2.188,1.042,2.606,2.500959693,52.754,55.36,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.479188967,1.020784012,1.614310999,7.263194889,7.440430095,1.581442283,0.0078,0.0037,0.0041,,,,,,,,,,,,,,
74,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-1,NAP-CE2,1,,Alvar,44.32858333,-76.78808333,158,2.206,1.112,2.663,2.394784173,51.674,54.337,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.48526092,1.054514106,1.631870093,7.188462979,7.37136351,1.547509022,0.0078,0.0037,0.0041,,,,,,,,,,,,,,
75,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-1,NAP-CE2,1,,Alvar,44.32858333,-76.78808333,158,1.836,1.357,2.532,1.865880619,51.909,54.441,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.354990775,1.164903429,1.591225942,7.204790073,7.378414464,1.365972408,0.0078,0.0037,0.0041,,,,,,,,,,,,,,
76,2002,6/4/2002,2452430,154,-79.03369444,CAR-5C2-5,CAR-5C2,5,,Alvar,44.68547222,-79.03369444,275,1.598,1.032,2.801,2.714147287,56.056,58.857,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.264120247,1.015874008,1.673618834,7.487055496,7.671831594,1.64746693,0.0071,0.0037,0.0034,,,,,,,,,,,,,,
77,2002,6/4/2002,2452430,154,-79.03369444,CAR-5C2-5,CAR-5C2,5,,Alvar,44.68547222,-79.03369444,275,1.876,1.159,2.479,2.138912856,53.593,56.072,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.369671493,1.076568623,1.574484042,7.320724008,7.488123931,1.462502258,0.0071,0.0037,0.0034,,,,,,,,,,,,,,
78,2002,6/4/2002,2452430,154,-79.03369444,CAR-5C2-5,CAR-5C2,5,,Alvar,44.68547222,-79.03369444,275,1.952,1.058,2.769,2.617202268,51.742,54.511,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.397139936,1.02859127,1.66403125,7.193191225,7.383156507,1.617776952,0.0071,0.0037,0.0034,,,,,,,,,,,,,,
79,2002,6/4/2002,2452430,154,-79.03369444,CAR-5C2-5,CAR-5C2,5,,Alvar,44.68547222,-79.03369444,275,1.594,1.001,2.326,2.323676324,56.714,59.04,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.262537128,1.000499875,1.525122946,7.530869804,7.683749085,1.524360956,0.0071,0.0037,0.0034,,,,,,,,,,,,,,
80,2002,6/4/2002,2452430,154,-79.03369444,CAR-5C2-5,CAR-5C2,5,,Alvar,44.68547222,-79.03369444,275,1.745,0.955,2.619,2.742408377,56.509,59.128,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.320984481,0.977241014,1.618332475,7.517246836,7.689473324,1.656021853,0.0071,0.0037,0.0034,,,,,,,,,,,,,,
81,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-2,NAP-CE2,2,,Alvar,44.32858333,-76.78808333,158,2.465,1.077,2.623,2.435468895,48.142,50.765,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.570031847,1.037786105,1.619567844,6.93844363,7.12495614,1.56059889,0.0068,0.0037,0.0031,,,,,,,,,,,,,,
82,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-2,NAP-CE2,2,,Alvar,44.32858333,-76.78808333,158,2.01,1.077,2.855,2.65088208,46.59,49.445,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.417744688,1.037786105,1.689674525,6.825686779,7.031713874,1.628152966,0.0068,0.0037,0.0031,,,,,,,,,,,,,,
83,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-2,NAP-CE2,2,,Alvar,44.32858333,-76.78808333,158,1.872,1.089,2.717,2.494949495,51.118,53.835,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.36821051,1.043551628,1.648332491,7.149685308,7.337233811,1.579540913,0.0068,0.0037,0.0031,,,,,,,,,,,,,,
84,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-2,NAP-CE2,2,,Alvar,44.32858333,-76.78808333,158,1.572,0.776,3.041,3.918814433,39.05,42.091,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.253794241,0.880908622,1.743846324,6.24899992,6.487757702,1.979599564,0.0068,0.0037,0.0031,,,,,,,,,,,,,,
85,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-2,NAP-CE2,2,,Alvar,44.32858333,-76.78808333,158,2.658,1.342,2.913,2.170640835,35.142,38.055,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.630337388,1.158447237,1.7067513,5.928068826,6.168873479,1.473309484,0.0068,0.0037,0.0031,,,,,,,,,,,,,,
86,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-4,NAP-CE2,4,,Alvar,44.32858333,-76.78808333,158,1.916,1.17,2.367,2.023076923,45.331,47.698,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.384196518,1.081665383,1.538505769,6.732830014,6.906373868,1.422349086,0.0066,0.0037,0.0029,,,,,,,,,,,,,,
87,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-4,NAP-CE2,4,,Alvar,44.32858333,-76.78808333,158,1.609,1.077,2.404,2.232126277,45.404,47.808,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.268463638,1.037786105,1.550483795,6.738249031,6.91433294,1.494030213,0.0066,0.0037,0.0029,,,,,,,,,,,,,,
88,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-4,NAP-CE2,4,,Alvar,44.32858333,-76.78808333,158,1.697,0.935,2.451,2.621390374,45.79,48.241,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.302689526,0.96695398,1.56556699,6.766830868,6.94557413,1.619070837,0.0066,0.0037,0.0029,,,,,,,,,,,,,,
89,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-4,NAP-CE2,4,,Alvar,44.32858333,-76.78808333,158,1.484,1.024,2.364,2.30859375,51.859,54.223,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.218195387,1.011928851,1.537530488,7.201319324,7.363626824,1.519405723,0.0066,0.0037,0.0029,,,,,,,,,,,,,,
90,2002,6/1/2002,2452427,151,-76.78808333,NAP-CE2-4,NAP-CE2,4,,Alvar,44.32858333,-76.78808333,158,1.197,1.08,2.624,2.42962963,50.218,52.842,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.094074952,1.039230485,1.619876539,7.086465974,7.269250305,1.558726926,0.0066,0.0037,0.0029,,,,,,,,,,,,,,
91,2002,5/31/2002,2452426,150,-76.78611111,NAP-CE1-3,NAP-CE1,3,,Alvar,44.33080556,-76.78611111,160,4.031,1.341,3.444,2.568232662,61.969,65.413,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,2.007735042,1.158015544,1.855801714,7.872039126,8.087830364,1.602570642,0.0084,0.0036,0.0048,,,,,,,,,,,,,,
92,2002,5/31/2002,2452426,150,-76.78611111,NAP-CE1-3,NAP-CE1,3,,Alvar,44.33080556,-76.78611111,160,2.77,0.98,3.118,3.181632653,52.815,55.933,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.664331698,0.989949494,1.765785944,7.26739293,7.478836808,1.783713164,0.0084,0.0036,0.0048,,,,,,,,,,,,,,
93,2002,5/31/2002,2452426,150,-76.78611111,NAP-CE1-3,NAP-CE1,3,,Alvar,44.33080556,-76.78611111,160,2.989,1.283,3.376,2.631332814,63.762,67.138,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.728872465,1.132695899,1.837389452,7.985111145,8.193778127,1.622138346,0.0084,0.0036,0.0048,,,,,,,,,,,,,,
94,2002,5/31/2002,2452426,150,-76.78611111,NAP-CE1-3,NAP-CE1,3,,Alvar,44.33080556,-76.78611111,160,3.436,1.114,3.645,3.271992819,64.667,68.312,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.853645058,1.055461984,1.909188309,8.041579447,8.26510738,1.808865064,0.0084,0.0036,0.0048,,,,,,,,,,,,,,
95,2002,5/31/2002,2452426,150,-76.78611111,NAP-CE1-3,NAP-CE1,3,,Alvar,44.33080556,-76.78611111,160,2.887,1.5,3.283,2.188666667,69.083,72.366,5.9,19.3,-7.9,27.2,822,489,19.4,39.5,802,1887,4541,168,169,140,1.699117418,1.224744871,1.811905075,8.311618374,8.506820793,1.479414299,0.0084,0.0036,0.0048,,,,,,,,,,,,,,
96,2002,7/29/2002,2452485,209,-115.5530556,AB-BNF1-1,AB-BNF1,1,,Prairie,51.19369444,-115.5530556,1400,2.451,1.025,2.841,2.771707317,46.432,49.273,0.6,14,-9.9,23.8,41,36,NA,NA,1393,804,6327,10,105,189,1.56556699,1.012422837,1.685526624,6.814103022,7.019472915,1.664844532,0.0078,0.0036,0.0042,,,,,,,,,,,,,,
97,2002,7/29/2002,2452485,209,-115.5530556,AB-BNF1-1,AB-BNF1,1,,Prairie,51.19369444,-115.5530556,1400,1.764,1.096,2.284,2.083941606,48.558,50.842,0.6,14,-9.9,23.8,41,36,NA,NA,1393,804,6327,10,105,189,1.328156617,1.046900186,1.511290839,6.968357052,7.130357635,1.443586369,0.0078,0.0036,0.0042,,,,,,,,,,,,,,
98,2002,7/29/2002,2452485,209,-115.5530556,AB-BNF1-1,AB-BNF1,1,,Prairie,51.19369444,-115.5530556,1400,2.401,1.083,2.493,2.301939058,51.338,53.831,0.6,14,-9.9,23.8,41,36,NA,NA,1393,804,6327,10,105,189,1.549516053,1.040672859,1.578923684,7.165054082,7.336961224,1.517214243,0.0078,0.0036,0.0042,,,,,,,,,,,,,,
99,2002,7/29/2002,2452485,209,-115.5530556,AB-BNF1-1,AB-BNF1,1,,Prairie,51.19369444,-115.5530556,1400,2.133,1.037,2.796,2.696239151,50.524,53.32,0.6,14,-9.9,23.8,41,36,NA,NA,1393,804,6327,10,105,189,1.460479373,1.018331969,1.672124397,7.108023635,7.302054505,1.642022884,0.0078,0.0036,0.0042,,,,,,,,,,,,,,
100,2002,7/29/2002,2452485,209,-115.5530556,AB-BNF1-1,AB-BNF1,1,,Prairie,51.19369444,-115.5530556,1400,2.142,1.217,2.762,2.269515201,55.739,58.501,0.6,14,-9.9,23.8,41,36,NA,NA,1393,804,6327,10,105,189,1.46355731,1.10317723,1.661926593,7.465855611,7.648594642,1.506491023,0.0078,0.0036,0.0042,,,,,,,,,,,,,,
101,2002,5/24/2002,2452419,143,-76.08219444,WNY-CB2-5,WNY-CB2,5,,Alvar,44.096,76.08219444,116,2.631,1.153,2.649,2.297484822,56.562,59.211,8.2,22.4,-5.1,27.5,960,398,18.9,56.1,564,2364,3954,386,177,129,1.622035758,1.073778376,1.627574883,7.520771237,7.69486842,1.515745632,0.0077,0.0036,0.0041,,,,,,,,,,,,,,
102,2002,5/24/2002,2452419,143,-76.08219444,WNY-CB2-5,WNY-CB2,5,,Alvar,44.096,76.08219444,116,3.419,1.111,3.894,3.504950495,54.183,58.077,8.2,22.4,-5.1,27.5,960,398,18.9,56.1,564,2364,3954,386,177,129,1.849053812,1.054039847,1.973322072,7.36091027,7.620826727,1.872151301,0.0077,0.0036,0.0041,,,,,,,,,,,,,,
103,2002,5/24/2002,2452419,143,-76.08219444,WNY-CB2-5,WNY-CB2,5,,Alvar,44.096,76.08219444,116,3.107,1.07,3.745,3.5,51.752,55.497,8.2,22.4,-5.1,27.5,960,398,18.9,56.1,564,2364,3954,386,177,129,1.762668432,1.034408043,1.935200248,7.193886293,7.449630863,1.870828693,0.0077,0.0036,0.0041,,,,,,,,,,,,,,
104,2002,5/24/2002,2452419,143,-76.08219444,WNY-CB2-5,WNY-CB2,5,,Alvar,44.096,76.08219444,116,1.715,0.703,3.014,4.287339972,43.792,46.806,8.2,22.4,-5.1,27.5,960,398,18.9,56.1,564,2364,3954,386,177,129,1.309580085,0.838450953,1.736087555,6.617552418,6.841491066,2.070589281,0.0077,0.0036,0.0041,,,,,,,,,,,,,,
105,2002,5/24/2002,2452419,143,-76.08219444,WNY-CB2-5,WNY-CB2,5,,Alvar,44.096,76.08219444,116,3.449,1.34,3.488,2.602985075,50.545,54.033,8.2,22.4,-5.1,27.5,960,398,18.9,56.1,564,2364,3954,386,177,129,1.857148352,1.15758369,1.867618805,7.109500686,7.350714251,1.613376917,0.0077,0.0036,0.0041,,,,,,,,,,,,,,
106,2002,5/24/2002,2452419,143,-76.08286111,WNY-CB1-4,WNY-CB1,4,,Alvar,44.09763889,-76.08286111,116,2.368,1.116,2.69,2.410394265,59.454,62.144,8.2,22.4,-5.1,27.5,960,398,18.9,56.1,564,2364,3954,386,177,129,1.538830725,1.056409012,1.640121947,7.710641997,7.88314658,1.552544449,0.0073,0.0036,0.0037,,,,,,,,,,,,,,
107,2002,5/24/2002,2452419,143,-76.08286111,WNY-CB1-4,WNY-CB1,4,,Alvar,44.09763889,-76.08286111,116,1.88,0.85,2.463,2.897647059,65.266,67.729,8.2,22.4,-5.1,27.5,960,398,18.9,56.1,564,2364,3954,386,177,129,1.37113092,0.921954446,1.569394788,8.078737525,8.229763059,1.702247649,0.0073,0.0036,0.0037,,,,,,,,,,,,,,
108,2002,5/24/2002,2452419,143,-76.08286111,WNY-CB1-4,WNY-CB1,4,,Alvar,44.09763889,-76.08286111,116,2.155,0.965,2.658,2.754404145,57.33,59.988,8.2,22.4,-5.1,27.5,960,398,18.9,56.1,564,2364,3954,386,177,129,1.467991826,0.982344135,1.630337388,7.571657678,7.745192057,1.659639764,0.0073,0.0036,0.0037,,,,,,,,,,,,,,
109,2002,5/24/2002,2452419,143,-76.08286111,WNY-CB1-4,WNY-CB1,4,,Alvar,44.09763889,-76.08286111,116,1.564,1.083,2.57,2.373037858,56.858,59.428,8.2,22.4,-5.1,27.5,960,398,18.9,56.1,564,2364,3954,386,177,129,1.250599856,1.040672859,1.603121954,7.540424391,7.708955831,1.540466766,0.0073,0.0036,0.0037,,,,,,,,,,,,,,
110,2002,5/24/2002,2452419,143,-76.08286111,WNY-CB1-4,WNY-CB1,4,,Alvar,44.09763889,-76.08286111,116,2.382,0.944,2.58,2.733050847,58.165,60.745,8.2,22.4,-5.1,27.5,960,398,18.9,56.1,564,2364,3954,386,177,129,1.54337293,0.971596624,1.60623784,7.626598193,7.793907877,1.653194135,0.0073,0.0036,0.0037,,,,,,,,,,,,,,
111,2002,6/4/2002,2452430,154,-79.03336111,CAR-5C1-1,CAR-5C1,1,,Alvar,44.68427778,-79.03336111,275,2.424,1.1,2.787,2.533636364,58.755,61.542,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.556920036,1.048808848,1.669431041,7.665181015,7.844870936,1.591740043,0.0072,0.0036,0.0036,,,,,,,,,,,,,,
112,2002,6/4/2002,2452430,154,-79.03336111,CAR-5C1-1,CAR-5C1,1,,Alvar,44.68427778,-79.03336111,275,2.582,1.188,3.481,2.93013468,60.161,63.642,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.606860293,1.089954127,1.865743819,7.756352235,7.977593622,1.711763617,0.0072,0.0036,0.0036,,,,,,,,,,,,,,
113,2002,6/4/2002,2452430,154,-79.03336111,CAR-5C1-1,CAR-5C1,1,,Alvar,44.68427778,-79.03336111,275,1.591,0.96,2.549,2.655208333,52.592,55.141,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.261348485,0.979795897,1.596558799,7.252034197,7.42569862,1.629481001,0.0072,0.0036,0.0036,,,,,,,,,,,,,,
114,2002,6/4/2002,2452430,154,-79.03336111,CAR-5C1-1,CAR-5C1,1,,Alvar,44.68427778,-79.03336111,275,2.636,1.049,2.97,2.831267874,34.494,37.464,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.623576299,1.02420701,1.723368794,5.873159286,6.120784263,1.682637178,0.0072,0.0036,0.0036,,,,,,,,,,,,,,
115,2002,6/4/2002,2452430,154,-79.03336111,CAR-5C1-1,CAR-5C1,1,,Alvar,44.68427778,-79.03336111,275,2.678,0.927,2.378,2.565264293,45.823,48.201,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.636459593,0.962808392,1.542076522,6.769268794,6.942694002,1.601644247,0.0072,0.0036,0.0036,,,,,,,,,,,,,,
116,2002,6/3/2002,2452429,153,-77.13147222,NAP-SR3-1,NAP-SR3,1,,Alvar,44.25766667,-77.13147222,107,2.079,1.102,2.953,2.679673321,60.622,63.575,6.4,18.9,-5.1,23.9,920,403,17.8,46.8,620,1826,4369,153,149,140,1.441873781,1.049761878,1.718429516,7.7860131,7.973393255,1.636970776,0.006,0.0036,0.0024,,,,,,,,,,,,,,
117,2002,6/3/2002,2452429,153,-77.13147222,NAP-SR3-1,NAP-SR3,1,,Alvar,44.25766667,-77.13147222,107,2.185,1.029,2.532,2.460641399,56.379,58.911,6.4,18.9,-5.1,23.9,920,403,17.8,46.8,620,1826,4369,153,149,140,1.47817455,1.014396372,1.591225942,7.508595075,7.675350155,1.568643171,0.006,0.0036,0.0024,,,,,,,,,,,,,,
118,2002,6/3/2002,2452429,153,-77.13147222,NAP-SR3-1,NAP-SR3,1,,Alvar,44.25766667,-77.13147222,107,2.124,1.065,2.49,2.338028169,54.651,57.141,6.4,18.9,-5.1,23.9,920,403,17.8,46.8,620,1826,4369,153,149,140,1.457394936,1.031988372,1.577973384,7.392631467,7.559166621,1.529061205,0.006,0.0036,0.0024,,,,,,,,,,,,,,
119,2002,6/3/2002,2452429,153,-77.13147222,NAP-SR3-1,NAP-SR3,1,,Alvar,44.25766667,-77.13147222,107,2.517,1.109,2.763,2.491433724,61.839,64.602,6.4,18.9,-5.1,23.9,920,403,17.8,46.8,620,1826,4369,153,149,140,1.586505594,1.053090689,1.662227421,7.863777718,8.037536936,1.578427611,0.006,0.0036,0.0024,,,,,,,,,,,,,,
120,2002,6/3/2002,2452429,153,-77.13147222,NAP-SR3-1,NAP-SR3,1,,Alvar,44.25766667,-77.13147222,107,2.505,1.167,3.214,2.754070266,61.117,64.331,6.4,18.9,-5.1,23.9,920,403,17.8,46.8,620,1826,4369,153,149,140,1.582719179,1.080277742,1.79276323,7.817736245,8.020660821,1.659539173,0.006,0.0036,0.0024,,,,,,,,,,,,,,
121,2002,6/4/2002,2452430,154,-79.05555556,CAR-1-3-2,CAR-1-3,2,1,Alvar,44.68536111,-79.05655556,266,1.349,0.75,2.644,3.525333333,54.74,57.384,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.161464593,0.866025404,1.62603813,7.398648525,7.575222769,1.877587104,0.0067,0.0035,0.0032,,,,,,,,,,,,,,
122,2002,6/4/2002,2452430,154,-79.05555556,CAR-1-3-2,CAR-1-3,2,2,Alvar,44.68536111,-79.05655556,266,1.906,0.707,2.577,3.644978784,53.874,56.451,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.380579588,0.84083292,1.60530371,7.339891007,7.513388051,1.909182753,0.0067,0.0035,0.0032,,,,,,,,,,,,,,
123,2002,6/4/2002,2452430,154,-79.05555556,CAR-1-3-2,CAR-1-3,2,3,Alvar,44.68536111,-79.05655556,266,1.341,0.941,2.389,2.538788523,55.09,57.479,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.158015544,0.970051545,1.545639026,7.422263806,7.581490619,1.593357626,0.0067,0.0035,0.0032,,,,,,,,,,,,,,
124,2002,6/4/2002,2452430,154,-79.05555556,CAR-1-3-2,CAR-1-3,2,4,Alvar,44.68536111,-79.05655556,266,1.718,0.875,2.329,2.661714286,53.593,55.922,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.31072499,0.935414347,1.526106156,7.320724008,7.478101363,1.631476106,0.0067,0.0035,0.0032,,,,,,,,,,,,,,
125,2002,6/4/2002,2452430,154,-79.05555556,CAR-1-3-2,CAR-1-3,2,5,Alvar,44.68536111,-79.05655556,266,1.731,0.992,2.565,2.585685484,48.916,51.481,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.315674732,0.995991968,1.601561738,6.993997426,7.175026132,1.60800668,0.0067,0.0035,0.0032,,,,,,,,,,,,,,
126,2002,6/4/2002,2452430,154,-79.07291667,CAR-1-1-2,CAR-1-1,2,1,Alvar,44.68219444,-79.07291667,259,1.875,0.843,1.86,2.206405694,68.675,70.535,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.369306394,0.918150314,1.36381817,8.287038072,8.398511773,1.485397487,0.0073,0.0034,0.0039,,,,,,,,,,,,,,
127,2002,6/4/2002,2452430,154,-79.07291667,CAR-1-1-2,CAR-1-1,2,2,Alvar,44.68219444,-79.07291667,259,1.732,0.792,2.618,3.305555556,67.743,70.361,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.31605471,0.889943818,1.618023486,8.230613586,8.388146398,1.818118686,0.0073,0.0034,0.0039,,,,,,,,,,,,,,
128,2002,6/4/2002,2452430,154,-79.07291667,CAR-1-1-2,CAR-1-1,2,3,Alvar,44.68219444,-79.07291667,259,1.683,0.879,2.725,3.100113766,57.816,60.541,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.297304899,0.937549999,1.650757402,7.603683318,7.780809727,1.760713993,0.0073,0.0034,0.0039,,,,,,,,,,,,,,
129,2002,6/4/2002,2452430,154,-79.07291667,CAR-1-1-2,CAR-1-1,2,4,Alvar,44.68219444,-79.07291667,259,1.457,0.694,2.772,3.994236311,71.841,74.613,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.20706255,0.833066624,1.664932431,8.475907031,8.637881685,1.998558558,0.0073,0.0034,0.0039,,,,,,,,,,,,,,
130,2002,6/4/2002,2452430,154,-79.07291667,CAR-1-1-2,CAR-1-1,2,5,Alvar,44.68219444,-79.07291667,259,1.197,0.658,2.647,4.022796353,64.259,66.906,3,18,-14,32,989,466,13.1,38.8,1430,1526,5519,73,159,143,1.094074952,0.811171992,1.626960356,8.016171156,8.179608793,2.005690991,0.0073,0.0034,0.0039,,,,,,,,,,,,,,
131,2002,6/4/2002,2452430,154,-79.03369444,CAR-5C2-1,CAR-5C2,1,,Alvar,44.68547222,-79.03369444,275,2.042,1.138,2.624,2.305799649,51.004,53.628,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.428985654,1.066770828,1.619876539,7.141708479,7.323114092,1.518485973,0.0067,0.0034,0.0033,,,,,,,,,,,,,,
132,2002,6/4/2002,2452430,154,-79.03369444,CAR-5C2-1,CAR-5C2,1,,Alvar,44.68547222,-79.03369444,275,2.171,0.997,2.921,2.929789368,54.282,57.203,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.473431369,0.998498873,1.709093327,7.367631913,7.56326649,1.711662749,0.0067,0.0034,0.0033,,,,,,,,,,,,,,
133,2002,6/4/2002,2452430,154,-79.03369444,CAR-5C2-1,CAR-5C2,1,,Alvar,44.68547222,-79.03369444,275,1.633,1.166,2.761,2.367924528,52.957,55.718,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.277888884,1.079814799,1.66162571,7.277156038,7.464449075,1.538806202,0.0067,0.0034,0.0033,,,,,,,,,,,,,,
134,2002,6/4/2002,2452430,154,-79.03369444,CAR-5C2-1,CAR-5C2,1,,Alvar,44.68547222,-79.03369444,275,2.133,0.997,2.54,2.547642929,52.977,55.517,4.1,19,-8.9,27.8,919,417,15.4,45.5,1101,1631,5148,116,149,141,1.460479373,0.998498873,1.593737745,7.278530071,7.450973091,1.596133744,0.0067,0.0034,0.0033,,,,,,,,,,,,,,
